seg_id_nat,avg_ann_flow
1435,90.8418856117973
1436,128.15445126390696
1437,362.0557540968636
1438,375.60818467749584
1439,437.8793839104724
1440,102.69671830141975
1441,104.23498303944908
1442,212.8452397180428
1443,105.5670432947576
1444,736.7620240636774
1445,441.89555156523693
1446,104.40125844549242
1447,110.41191069960327
1448,544.4494531851186
1449,733.0354858447488
1450,887.4605624872122
1451,182.94959593682162
1452,219.2486945435038
1453,251.23456818324726
1454,333.12260479526907
1455,185.50987614217632
1456,115.72618878908102
1457,564.9764729395914
1458,94.00353661077425
1459,895.7379068143823
1460,677.4888199191556
1461,1531.5700824113585
1462,1562.6585732664619
1463,1660.3095026424135
1464,70.38417690944931
1465,68.25169950240787
1466,161.71108854879355
1467,199.36076932305315
1468,107.60955870349578
1469,254.3823851291264
1470,101.68303217062156
1471,185.87488621254084
1472,223.67180983606556
1473,316.87443061456696
1474,62.179871728397835
1475,295.1927835242158
1476,244.1541037318162
1477,297.39830385907123
1478,282.8156560985104
1479,99.18586651121592
1480,318.149121039
1481,7372.049474436709
1482,336.9806593028419
1483,7385.585445342717
1484,7726.678865708511
1485,7974.841403573121
1486,7993.301828879407
1487,8302.801406542405
1488,318.4135912074258
1489,10729.349111260824
1490,11000.24510502283
1491,11092.708759587791
1492,104.99061288764129
1493,209.2415514230107
1494,11635.16737944457
1495,11662.29239658657
1496,99.94460066407167
1497,11735.188302367944
1498,11808.366831399557
1499,209.44037753175138
1500,144.4789365740949
1501,223.65984591860666
1502,249.76267925493423
1503,11265.087836564615
1504,252.6866793816902
1505,11493.796074257054
1545,81.34757711123588
1546,283.10798277964915
1547,297.77067050178414
1548,147.14936718816278
1549,69.48051957670984
1550,81.62200811852185
1551,61.106223589485246
1552,53.553053377010755
1553,60.679009021852934
1554,95.39563469181824
1555,538.9496077271252
1556,631.457834495596
1557,667.0869781216159
1558,151.68763508675795
1559,84.3618654054515
1560,735.9971767846894
1561,130.60354039414128
1562,834.8405905806322
1563,898.3909793946651
1564,151.88777038091672
1565,1048.9665651246353
1566,839.213157197395
1567,166.41757237417968
1568,3643.3709108216685
1569,125.6541070095067
1570,248.17733733163666
1571,1136.3065295855479
1572,1165.023571300247
1573,2923.087877755321
1574,2813.382639289368
1575,155.51791456371484
1576,248.3768279621728
1577,3130.1684993038402
1578,3329.1261259874736
1579,3377.987377887566
1580,125.09209110487312
1581,131.27656598547796
1582,3496.206619457544
1583,3651.8810093569887
1584,130.14223996317088
1585,133.98602586361253
1586,131.2408278592709
1587,158.6170449079023
1588,155.1757709396911
1589,155.20849103326097
1590,322.8441866746513
1591,220.63690379519423
1592,1047.7308634927765
1593,518.2013857698929
1594,461.9104318102653
1595,461.07698647753074
1596,324.7016832442549
1597,175.63512646854804
1598,200.93397123636998
1599,383.69199453651714
1600,186.29105234798013
1601,516.7151948903362
1602,458.5374184330165
1634,63.59566465421564
1635,70.11888554931757
1636,121.43778918257357
1637,137.94166693240513
1638,283.49896490755293
1639,313.16532415350446
1640,201.3979325820296
1641,430.736431691494
1642,63.461896185777384
1643,79.29566675369912
1644,100.23069605434536
1645,224.2388222713776
1646,125.73783493924195
1647,434.3471970930958
1648,171.50901342316047
1649,545.9097439853283
1650,662.5141556678394
1651,131.5197666661676
1652,526.3693355016593
1653,662.6160267260525
1654,155.27351421264066
1655,444.93669467025967
1656,5000.840630386506
1657,717.6329551438483
1658,5445.768824812237
1659,6226.3297858871665
1660,155.47232652658633
1661,6391.166278064727
1662,321.55878941737154
1663,6658.644406492503
1664,170.5678014504579
1665,74.70630913790953
1666,180.08795617361582
1667,252.93985768046517
1668,184.535481102877
1669,129.5371365813309
1670,273.2573549736756
1671,6798.939156448837
1672,138.069924889338
1673,153.7758885353195
1674,119.85259825401103
1675,168.6664899668139
1676,523.4864718042768
1677,6810.857334456173
1678,306.87689482146874
1679,266.8080698919579
1680,7350.4643195348945
1681,558.2087276617511
1682,741.6057896998278
1683,206.6812311862165
1684,291.40554631883623
1685,219.16128861591432
1686,124.1948599950096
1687,101.20993786174115
1688,135.2372641358884
1689,65.97077515109913
1690,121.85078397135514
1691,206.9469522149861
1692,307.3187822751204
1693,478.18844276617517
1694,142.45363741063454
1695,569.0678538882652
1696,87.74213775467226
1697,228.8731924136038
1698,79.51367642463259
1699,124.29586949172844
1700,148.23736512014372
1701,230.97713066596805
1702,176.88271207076377
1703,149.72703336302618
1704,101.38335220201112
1705,187.6534980956658
1706,193.45718460114279
1707,201.6494808867929
1708,142.59964508571005
1709,723.4183450632532
1710,155.91866259051324
1711,99.27665216810144
1712,1022.2299770541707
1713,252.87793704868133
1714,1088.0123156423883
1715,1534.4471663996808
1716,188.01944418694015
1717,1403.720161888365
1718,2349.445287571425
1719,2098.105339820845
1720,2204.827807844899
1721,164.071624362602
1722,1769.4763205180031
1723,386.22362029093995
1724,128.86381332834293
1762,453.2666316825111
1763,183.12036322728744
1764,214.5788276053596
1765,188.63380887142247
1766,12002.261440926219
1767,12512.839884222873
1768,89.9659202075804
1769,118.89139535569029
1770,108.31122790208846
1771,112.74344242458268
1772,233.37147920253514
1773,143.0226907877336
1774,360.55158968435757
1775,284.32069014646805
1776,497.76137113456593
1777,105.89302961675274
1778,13014.297059809867
1779,105.95938609245701
1780,12967.73786860294
1781,619.355268053996
1782,70.2780304147566
1783,134.49127888314993
1784,96.23702780707139
1785,13592.557662150359
1786,177.51078309678869
1787,280.0581830326621
1788,133.80902915737204
1789,127.55820482271628
1790,143.6553369775682
1791,63.83631664001796
1792,247.01237680215584
1793,164.79666200064875
1794,63.93646309015146
1795,169.85613633355788
1796,294.24156965092203
1797,328.90312150410466
1798,85.62151827586895
1799,104.62608823938918
1800,91.83486446974574
1801,155.82042890885046
1802,91.01786603877535
1803,73.70794623534695
1804,78.11457147665045
1805,110.795188176111
1806,132.27625542156346
1807,120.0030105746438
1808,97.2893365960526
1809,167.64275960001996
1810,13749.89588726701
1811,13953.438060882801
1812,13822.56796272176
1813,191.51956194770065
1814,141.8257593482546
1815,92.33508431254835
1816,14225.84922579035
1817,17382.473094792524
1818,136.66443747386282
1819,17649.39274746114
1820,17458.197865858223
1821,251.9853305062754
1822,17778.84262943833
1823,17715.5349257679
1824,124.22136480350325
1825,168.1757695710757
1826,71.02978691094644
1827,133.5906709204781
1828,136.99881980138235
1829,127.15929627666743
1830,139.79944033410683
2005,100.67542341442724
2006,117.77891916984805
2007,73.7571375887292
2008,163.35707391521322
2009,83.93230336946378
2010,97.31770687516531
2011,106.70301383681414
2012,209.59732239888214
2013,146.52212950669963
2014,147.53858830725852
2015,76.80722132856751
2016,256.9278016842578
2017,76.04321827772738
2018,262.64940862090475
2019,110.88009996037627
2020,115.41929335389378
2021,152.93316211243356
2022,155.48133525114156
2023,157.05148902213242
2024,144.27018294782545
2025,213.6791893170647
2026,167.8093610300172
2027,146.26037755795096
2028,271.48595948549047
2029,82.27918443057115
2030,135.47439516979816
2031,141.58143238940042
2032,163.99892298275822
2033,196.31880931456945
2034,165.0389005494423
2035,156.66354077750336
2036,104.48109675539585
2037,509.6672039149637
2038,515.2669832771912
2039,545.9800392669111
2040,434.7923639194551
2041,173.74461048531575
2042,72.98178104959453
2043,74.23792213410684
2044,527.0639008932804
2045,540.231459987025
2046,552.651143017192
2047,564.1028047483593
2048,296.67110376076056
2277,144.76398645083216
2278,231.13824262769174
2279,323.2222873239015
2280,658.9544825211468
2281,182.3651571896599
2282,300.1483576365496
2283,285.0955908583476
2284,363.54201924245825
2285,108.21128811717443
2286,295.514542459765
2287,414.1640228849465
2288,412.0197166130199
2289,137.99706474885843
2290,118.63277245063253
2291,167.66670323053123
2292,177.85585449359982
2293,211.0618970274721
2294,182.53775931856177
2295,170.97182360880305
2296,568.1553667490082
2297,169.48722780048408
2298,150.18182581790052
2299,114.55380587089851
2300,88.57994177715399
2301,417.61577968161293
2302,414.88332415450253
2303,532.0391653067844
2304,168.4438127100332
2305,175.35011704718417
2306,118.56251097157971
2307,193.8555085721985
2308,185.24990060034435
2309,147.73823097113058
2310,120.09614348798564
2311,762.5713991666042
2312,412.8172113331836
2313,768.1839526486514
2314,1150.2948081193701
2315,423.28503099533395
2316,1504.9923036704345
2317,221.01324776779703
2318,1755.1707360630783
2319,1911.0621040796466
2320,2917.933865783367
2321,2007.549437452903
2322,192.69481005015345
2323,2191.9540054145773
2324,672.3486419467525
2325,2791.1503206078296
2326,119.22858809978291
2327,3134.4867201886364
2328,194.55416048052496
2329,3017.6456050103548
2330,149.6525079786411
2331,209.49630488010584
2332,182.25769063602564
2333,359.1508950320633
2334,85.86093569692592
2335,299.592436182848
2336,129.8555341739152
2337,176.29904268083936
2338,3153.119279062804
2339,3198.3014199166605
2686,135.73993509379446
2687,125.8990465315767
2688,164.06977982608478
2689,213.49670365446516
2690,224.3803889437832
2691,214.18058094168725
2692,105.84173181944756
2693,167.021379048831
2694,94.55738948310751
2695,99.75874536242733
2696,110.43367633118747
2697,236.91912534620852
2698,191.41698313247005
2699,196.66846008783094
2700,169.6172771866657
3557,138.5126862244679
3558,118.6
3559,147.48320117074633
3560,138.1985288469696
3561,159.0564002714774
3562,141.18459018838738
3563,196.36634779125185
3564,255.55183614591908
3565,138.52673904558725
3566,203.39740888314992
3567,161.47789504553737
3568,378.40052105197503
3569,394.9632315517628
3570,282.1647099857774
3571,191.27727316266188
3572,248.84658161539036
3573,621.6125217306686
3574,636.6989691992914
4182,1007.5613285126132
4183,204.43201894852413
4184,181.9625446376076
4185,187.3376995862964
4186,19115.22442198767
4187,18240.140941188212
4188,154.24550872398135
4189,18225.729429847546
4190,276.41685892906156
4191,19199.710518751406
4192,302.4535119544876
4193,19422.180404221872
4194,219.7218564727899
4195,204.83040449384936
4196,19595.653479052824
4197,19530.865719739504
4198,19681.071047733116
4199,157.3954524522918
4200,207.1563068563016
4201,19785.474989644936
4202,19888.728844723904
4203,19939.19540509519
4204,307.7515357586646
4205,20146.14742370936
4206,18010.00624996881
4230,228.63017544377072
4231,178.56852799161612
